0	-7.875000	-1.937500
1	-7.218750	0.000000
2	-8.000000	1.781250
3	-6.093750	3.187500
4	48.343750	-5.843750
5	-7.593750	-15.468750
6	-11.031250	4.781250
7	-9.281250	-1.687500
8	41.843750	18.437500
9	19.406250	30.593750
10	1.656250	-11.531250
11	-33.843750	-27.250000
12	-128.093750	-33.343750
13	13.250000	-2.906250
14	-20.843750	27.812500
15	-25.781250	4.187500
16	-10.343750	18.093750
17	-33.375000	43.156250
18	51.187500	-42.281250
19	22.000000	-10.718750
20	7.750000	4.156250
21	-15.625000	-31.218750
22	-8.312500	-15.562500
23	22.125000	-38.906250
24	-5.187500	1.281250
25	2.781250	5.343750
26	-31.656250	-49.531250
27	-4.593750	-12.687500
28	-2.062500	1.937500
29	0.781250	-2.937500
30	-3.031250	-15.250000
31	-0.875000	3.875000
32	2.218750	-5.250000
33	0.062500	-1.031250
34	-25.968750	27.718750
35	-1.031250	-4.218750
36	0.343750	-2.062500
37	1.406250	3.437500
38	5.531250	-13.656250
39	0.937500	3.625000
40	-1.718750	-18.906250
41	-3.593750	-0.562500
42	-6.062500	-0.093750
43	2.437500	4.406250
44	-6.625000	5.031250
45	-2.343750	13.468750
46	-1.312500	-6.093750
47	-15.718750	17.218750
48	0.687500	-3.437500
49	-0.406250	-3.000000
50	1.750000	-2.406250
51	0.375000	-4.218750
52	-4.343750	-0.250000
53	-4.500000	-0.031250
54	0.218750	-1.593750
55	-5.250000	-1.531250
56	-15.718750	8.781250
57	21.343750	-11.000000
58	5.187500	-10.875000
59	11.750000	-21.875000
60	4.531250	11.406250
61	2.062500	-2.937500
62	4.375000	-5.031250
63	-9.750000	3.718750
64	3.812500	-0.843750
65	5.062500	0.125000
66	-1.875000	3.875000
67	-1.000000	6.843750
68	1.468750	-3.906250
69	-0.937500	-0.781250
70	-1.718750	-0.781250
71	4.031250	-0.156250
72	1.187500	1.343750
73	2.906250	1.593750
74	-3.656250	-3.156250
75	-0.781250	-1.281250
76	-5.656250	-1.656250
77	0.375000	-1.156250
78	3.062500	-1.781250
79	-1.062500	-6.062500
80	1.687500	-2.093750
81	-0.031250	-2.312500
82	-0.343750	-1.937500
83	-0.812500	-2.062500
84	-1.968750	-1.687500
85	6.593750	-3.375000
86	4.312500	-0.406250
87	4.656250	0.375000
88	0.218750	0.093750
89	-0.343750	-0.906250
90	2.062500	-4.781250
91	-1.656250	0.000000
92	0.562500	-0.625000
93	0.562500	-0.687500
94	0.500000	-1.375000
95	-0.125000	-1.437500
96	0.906250	-1.281250
97	-1.406250	-1.875000
98	0.875000	0.062500
99	-0.281250	0.968750
100	-0.625000	-1.000000
101	-0.062500	2.437500
102	-1.375000	1.843750
103	0.437500	0.218750
104	0.406250	0.000000
105	0.156250	-0.031250
106	0.250000	-0.593750
107	0.468750	-0.937500
108	0.187500	-0.843750
109	0.375000	-0.406250
110	0.531250	-1.562500
111	-0.937500	-0.281250
112	-0.187500	-0.187500
113	-0.500000	-0.468750
114	-0.125000	-1.000000
115	0.500000	-0.500000
116	0.187500	-0.343750
117	0.125000	-0.343750
118	0.187500	-0.312500
119	0.031250	-0.312500
120	0.187500	-0.968750
121	0.531250	-0.656250
122	-0.093750	-0.250000
123	0.000000	-0.406250
124	0.375000	-0.125000
125	0.406250	-1.468750
126	-0.562500	-0.593750
127	-0.218750	-0.593750
128	-0.031250	-0.656250
129	-0.093750	-0.125000
130	0.250000	-0.843750
131	0.093750	-0.531250
132	0.031250	-0.500000
133	0.125000	-0.500000
134	0.062500	-0.531250
135	-0.062500	-0.750000
136	0.125000	0.031250
137	0.125000	-0.468750
138	0.156250	-0.437500
139	0.125000	-0.437500
140	0.156250	-0.437500
141	0.187500	-0.437500
142	0.125000	-0.406250
143	0.125000	-0.406250
144	0.187500	-0.468750
145	0.218750	-0.437500
146	0.187500	-0.250000
147	0.062500	-0.343750
148	0.656250	-0.531250
