1013	0000	fffd	0	-3
1014	0000	0000	0	0
1015	ffff	ffff	-1	-1
1016	0009	001f	9	31
1017	0000	fff5	0	-11
1018	0000	0000	0	0
1019	ffff	0000	-1	0
1020	0000	fff5	0	-11
1021	0000	ffff	0	-1
1022	0000	0000	0	0
1023	0000	0000	0	0
